AÑO,CATEGORÍAS,REGIONES,VOLUMEN 
2017-01-01,Pesca,Pais Vasco,62406.05
2017-01-01,Leche líquida,Pais Vasco,157454.02
2017-01-01,Otras leches,Pais Vasco,895.46
2017-01-01,Preparados lacteos,Pais Vasco,5636.87
2017-01-01,Derivados lacteos,Pais Vasco,76856.84
2017-01-01,Pan,Pais Vasco,78653.38
2017-01-01,Boll/Past/Gallet/Cere,Pais Vasco,31930.18
2017-01-01,Choco/Cacao/Suc,Pais Vasco,9347.79
2017-01-01,Arroz,Pais Vasco,6535.81
2017-01-01,Pasta,Pais Vasco,7383.41
2017-01-01,Azucar,Pais Vasco,6788.9
2017-01-01,Edulcorante,Pais Vasco,170.21
2017-01-01,Legumbre,Pais Vasco,7558.04
2017-01-01,Aceite,Pais Vasco,27980.89
2017-01-01,Margarina,Pais Vasco,1282.03
2017-01-01,Aceitunas,Pais Vasco,4959.76
2017-01-01,Vinagre,Pais Vasco,2344.07
2017-01-01,Zumos,Pais Vasco,16755.28
2017-01-01,Patatas,Pais Vasco,60855.87
2017-01-01,Hortalizas frescas,Pais Vasco,120551.44
2017-01-01,Frutas frescas,Pais Vasco,225086.01
2017-01-01,Frutos secos,Pais Vasco,6107.27
2017-01-01,Platos preparados,Pais Vasco,23761.96
2017-01-01,Cafés e infusiones,Pais Vasco,3706.32
2017-01-01,Caldos,Pais Vasco,406.55
2017-01-01,Salsas,Pais Vasco,5345.94
2017-01-01,Agua,Pais Vasco,45506.05
2017-01-01,Refrescos,Pais Vasco,59993.4
2017-01-01,Harinas,Pais Vasco,3961.1
2017-01-01,Encurtidos,Pais Vasco,1244.44
2017-01-01,Especias,Pais Vasco,203.46
2017-01-01,Sal,Pais Vasco,2037.57
2017-01-01,Otros productos en peso,Pais Vasco,2702.09
2017-01-01,Otros productos en volumen,Pais Vasco,14355.82
2018-01-01,Huevos,Pais Vasco,20450.08
2018-01-01,Miel,Pais Vasco,648.93
2018-01-01,Carne,Pais Vasco,98968.98
2018-01-01,Pesca,Pais Vasco,58831.59
2018-01-01,Leche líquida,Pais Vasco,162280.29
2018-01-01,Otras leches,Pais Vasco,1213.74
2018-01-01,Preparados lacteos,Pais Vasco,5200.01
2018-01-01,Derivados lacteos,Pais Vasco,80005.98
2018-01-01,Pan,Pais Vasco,81088.61
2018-01-01,Boll/Past/Gallet/Cere,Pais Vasco,32291.27
2018-01-01,Choco/Cacao/Suc,Pais Vasco,9252.31
2018-01-01,Arroz,Pais Vasco,7538.78
2018-01-01,Pasta,Pais Vasco,7947.24
2018-01-01,Azucar,Pais Vasco,6675.68
2018-01-01,Edulcorante,Pais Vasco,165.15
2018-01-01,Legumbre,Pais Vasco,8055.35
2018-01-01,Aceite,Pais Vasco,29443.64
2018-01-01,Margarina,Pais Vasco,1439.16
2018-01-01,Aceitunas,Pais Vasco,5226.92
2018-01-01,Vinagre,Pais Vasco,2498.7
2018-01-01,Zumos,Pais Vasco,19660.02
2018-01-01,Patatas,Pais Vasco,61292.5
2018-01-01,Hortalizas frescas,Pais Vasco,126674.35
2018-01-01,Frutas frescas,Pais Vasco,225801.19
2018-01-01,Frutos secos,Pais Vasco,6475.38
2018-01-01,Platos preparados,Pais Vasco,27431.15
2018-01-01,Cafés e infusiones,Pais Vasco,3785.8
2018-01-01,Caldos,Pais Vasco,351.62
2018-01-01,Salsas,Pais Vasco,5578.71
2018-01-01,Agua,Pais Vasco,45456.96
2018-01-01,Refrescos,Pais Vasco,59413.35
2018-01-01,Harinas,Pais Vasco,3600.67
2018-01-01,Encurtidos,Pais Vasco,1291.37
2018-01-01,Especias,Pais Vasco,220.01
2018-01-01,Sal,Pais Vasco,2170.29
2018-01-01,Otros productos en peso,Pais Vasco,2764.25
2018-01-01,Otros productos en volumen,Pais Vasco,13010.83
2019-01-01,Huevos,Pais Vasco,21450.48
2019-01-01,Miel,Pais Vasco,872.55
2019-01-01,Carne,Pais Vasco,98756.39
2019-01-01,Pesca,Pais Vasco,55379.08
2019-01-01,Leche líquida,Pais Vasco,174973.82
2019-01-01,Otras leches,Pais Vasco,994.36
2019-01-01,Preparados lacteos,Pais Vasco,4998.02
2019-01-01,Derivados lacteos,Pais Vasco,79216.04
2019-01-01,Pan,Pais Vasco,77909.17
2019-01-01,Boll/Past/Gallet/Cere,Pais Vasco,32062.27
2019-01-01,Choco/Cacao/Suc,Pais Vasco,9762.55
2019-01-01,Arroz,Pais Vasco,7020.01
2019-01-01,Pasta,Pais Vasco,7544.19
2019-01-01,Azucar,Pais Vasco,6210.21
2019-01-01,Edulcorante,Pais Vasco,164.13
2019-01-01,Legumbre,Pais Vasco,8155.54
2019-01-01,Aceite,Pais Vasco,29199.4
2019-01-01,Margarina,Pais Vasco,1253.15
2019-01-01,Aceitunas,Pais Vasco,5482.92
2019-01-01,Vinagre,Pais Vasco,2702.02
2019-01-01,Zumos,Pais Vasco,16575.82
2019-01-01,Patatas,Pais Vasco,59487.69
2019-01-01,Hortalizas frescas,Pais Vasco,123284.93
2019-01-01,Frutas frescas,Pais Vasco,225218.21
2019-01-01,Frutos secos,Pais Vasco,7320.29
2019-01-01,Platos preparados,Pais Vasco,28028.0
2019-01-01,Cafés e infusiones,Pais Vasco,4111.43
2019-01-01,Caldos,Pais Vasco,361.88
2019-01-01,Salsas,Pais Vasco,5183.16
2019-01-01,Agua,Pais Vasco,39153.15
2019-01-01,Refrescos,Pais Vasco,58273.04
2019-01-01,Harinas,Pais Vasco,3437.76
2019-01-01,Encurtidos,Pais Vasco,1458.56
2019-01-01,Especias,Pais Vasco,189.53
2019-01-01,Sal,Pais Vasco,2083.65
2019-01-01,Otros productos en peso,Pais Vasco,2739.44
2019-01-01,Otros productos en volumen,Pais Vasco,11086.2
2020-01-01,Huevos,Pais Vasco,25419.71
2020-01-01,Miel,Pais Vasco,1121.89
2020-01-01,Carne,Pais Vasco,113177.53
2020-01-01,Pesca,Pais Vasco,65410.55
2020-01-01,Leche líquida,Pais Vasco,184966.42
2020-01-01,Otras leches,Pais Vasco,951.32
2020-01-01,Preparados lacteos,Pais Vasco,5601.1
2020-01-01,Derivados lacteos,Pais Vasco,85421.97
2020-01-01,Pan,Pais Vasco,81652.42
2020-01-01,Boll/Past/Gallet/Cere,Pais Vasco,33819.72
2020-01-01,Choco/Cacao/Suc,Pais Vasco,10455.34
2020-01-01,Arroz,Pais Vasco,7303.56
2020-01-01,Pasta,Pais Vasco,7795.08
2020-01-01,Azucar,Pais Vasco,7342.96
2020-01-01,Edulcorante,Pais Vasco,241.85
2020-01-01,Legumbre,Pais Vasco,9041.89
2020-01-01,Aceite,Pais Vasco,33827.83
2020-01-01,Margarina,Pais Vasco,1474.51
2020-01-01,Aceitunas,Pais Vasco,6757.39
2020-01-01,Vinagre,Pais Vasco,2836.29
2020-01-01,Zumos,Pais Vasco,14939.43
2020-01-01,Patatas,Pais Vasco,77141.16
2020-01-01,Hortalizas frescas,Pais Vasco,152734.22
2020-01-01,Frutas frescas,Pais Vasco,248087.25
2020-01-01,Frutos secos,Pais Vasco,8525.3
2020-01-01,Platos preparados,Pais Vasco,29114.83
2020-01-01,Cafés e infusiones,Pais Vasco,4481.7
2020-01-01,Caldos,Pais Vasco,436.44
2020-01-01,Salsas,Pais Vasco,6330.97
2020-01-01,Agua,Pais Vasco,44457.14
2020-01-01,Refrescos,Pais Vasco,62684.05
2020-01-01,Harinas,Pais Vasco,5730.13
2020-01-01,Encurtidos,Pais Vasco,2097.92
2020-01-01,Especias,Pais Vasco,269.8
2020-01-01,Sal,Pais Vasco,2540.36
2020-01-01,Otros productos en peso,Pais Vasco,3772.76
2020-01-01,Otros productos en volumen,Pais Vasco,14377.84
2021-01-01,Huevos,Pais Vasco,23674.76
2021-01-01,Miel,Pais Vasco,863.71
2021-01-01,Carne,Pais Vasco,107632.14
2021-01-01,Pesca,Pais Vasco,61481.35
2021-01-01,Leche líquida,Pais Vasco,178860.81
2021-01-01,Otras leches,Pais Vasco,855.55
2021-01-01,Preparados lacteos,Pais Vasco,4656.52
2021-01-01,Derivados lacteos,Pais Vasco,81536.64
2021-01-01,Pan,Pais Vasco,74113.78
2021-01-01,Boll/Past/Gallet/Cere,Pais Vasco,33239.11
2021-01-01,Choco/Cacao/Suc,Pais Vasco,10093.16
2021-01-01,Arroz,Pais Vasco,7570.14
2021-01-01,Pasta,Pais Vasco,7886.58
2021-01-01,Azucar,Pais Vasco,6855.7
2021-01-01,Edulcorante,Pais Vasco,215.96
2021-01-01,Legumbre,Pais Vasco,9164.8
2021-01-01,Aceite,Pais Vasco,30346.68
2021-01-01,Margarina,Pais Vasco,1224.26
2021-01-01,Aceitunas,Pais Vasco,7570.11
2021-01-01,Vinagre,Pais Vasco,2802.32
2021-01-01,Zumos,Pais Vasco,14051.1
2021-01-01,Patatas,Pais Vasco,64911.42
2021-01-01,Hortalizas frescas,Pais Vasco,144451.67
2021-01-01,Frutas frescas,Pais Vasco,233067.99
2021-01-01,Frutos secos,Pais Vasco,9962.63
2021-01-01,Platos preparados,Pais Vasco,30650.21
2021-01-01,Cafés e infusiones,Pais Vasco,4521.87
2021-01-01,Caldos,Pais Vasco,456.0
2021-01-01,Salsas,Pais Vasco,6185.36
2021-01-01,Agua,Pais Vasco,44165.03
2021-01-01,Refrescos,Pais Vasco,62011.54
2021-01-01,Harinas,Pais Vasco,4330.14
2021-01-01,Encurtidos,Pais Vasco,1907.17
2021-01-01,Especias,Pais Vasco,285.42
2021-01-01,Sal,Pais Vasco,2536.0
2021-01-01,Otros productos en peso,Pais Vasco,3738.97
2021-01-01,Otros productos en volumen,Pais Vasco,13225.91
2022-01-01,Huevos,Pais Vasco,23048.85
2022-01-01,Miel,Pais Vasco,878.69
2022-01-01,Carne,Pais Vasco,91086.7
2022-01-01,Pesca,Pais Vasco,49546.38
2022-01-01,Leche líquida,Pais Vasco,173830.57
2022-01-01,Otras leches,Pais Vasco,801.08
2022-01-01,Preparados lacteos,Pais Vasco,3977.26
2022-01-01,Derivados lacteos,Pais Vasco,75000.01
2022-01-01,Pan,Pais Vasco,71337.9
2022-01-01,Boll/Past/Gallet/Cere,Pais Vasco,31530.87
2022-01-01,Choco/Cacao/Suc,Pais Vasco,8957.91
2022-01-01,Arroz,Pais Vasco,7267.82
2022-01-01,Pasta,Pais Vasco,7429.07
2022-01-01,Azucar,Pais Vasco,5557.57
2022-01-01,Edulcorante,Pais Vasco,194.82
2022-01-01,Legumbre,Pais Vasco,8241.77
2022-01-01,Aceite,Pais Vasco,28306.84
2022-01-01,Margarina,Pais Vasco,1129.42
2022-01-01,Aceitunas,Pais Vasco,5692.59
2022-01-01,Vinagre,Pais Vasco,2466.75
2022-01-01,Zumos,Pais Vasco,12208.2
2022-01-01,Patatas,Pais Vasco,58543.49
2022-01-01,Hortalizas frescas,Pais Vasco,120877.22
2022-01-01,Frutas frescas,Pais Vasco,205359.82
2022-01-01,Frutos secos,Pais Vasco,8217.68
2022-01-01,Platos preparados,Pais Vasco,30029.1
2022-01-01,Cafés e infusiones,Pais Vasco,4083.27
2022-01-01,Caldos,Pais Vasco,360.62
2022-01-01,Salsas,Pais Vasco,5943.19
2022-01-01,Agua,Pais Vasco,47756.86
2022-01-01,Refrescos,Pais Vasco,49626.73
2022-01-01,Harinas,Pais Vasco,3637.14
2022-01-01,Encurtidos,Pais Vasco,1561.66
2022-01-01,Especias,Pais Vasco,266.71
2022-01-01,Sal,Pais Vasco,2506.99
2022-01-01,Otros productos en peso,Pais Vasco,3433.67
2022-01-01,Otros productos en volumen,Pais Vasco,14512.8
2000-01-01,Huevos,La Rioja,3343.98
2000-01-01,Miel,La Rioja,130.65
2000-01-01,Carne,La Rioja,17183.06
2000-01-01,Pesca,La Rioja,7671.93
2000-01-01,Leche líquida,La Rioja,28167.72
2000-01-01,Otras leches,La Rioja,155.18
2000-01-01,Preparados lacteos,La Rioja,419.76
2000-01-01,Derivados lacteos,La Rioja,6215.12
2000-01-01,Pan,La Rioja,16167.0
2000-01-01,Boll/Past/Gallet/Cere,La Rioja,3022.77
2000-01-01,Choco/Cacao/Suc,La Rioja,1084.36
2000-01-01,Arroz,La Rioja,838.97
2000-01-01,Pasta,La Rioja,724.57
2000-01-01,Azucar,La Rioja,1395.34
2000-01-01,Edulcorante,La Rioja,1.55
2000-01-01,Legumbre,La Rioja,1441.41
2000-01-01,Aceite,La Rioja,4573.47
2000-01-01,Margarina,La Rioja,137.97
2000-01-01,Aceitunas,La Rioja,742.89
2000-01-01,Zumos,La Rioja,2300.41
2000-01-01,Patatas,La Rioja,5310.24
2000-01-01,Hortalizas frescas,La Rioja,10155.06
2000-01-01,Frutas frescas,La Rioja,19801.7
2000-01-01,Frutos secos,La Rioja,392.5
2000-01-01,Platos preparados,La Rioja,2096.3
2000-01-01,Cafés e infusiones,La Rioja,368.49
2000-01-01,Caldos,La Rioja,71.16
2000-01-01,Salsas,La Rioja,344.18
2000-01-01,Agua,La Rioja,7737.09
2000-01-01,Refrescos,La Rioja,7648.2
2000-01-01,Otros productos en peso,La Rioja,1238.23
2000-01-01,Otros productos en volumen,La Rioja,527.25
2001-01-01,Huevos,La Rioja,3416.32
2001-01-01,Miel,La Rioja,269.49
2001-01-01,Carne,La Rioja,15686.97
2001-01-01,Pesca,La Rioja,8462.56
2001-01-01,Leche líquida,La Rioja,24001.27
2001-01-01,Otras leches,La Rioja,198.37
2001-01-01,Preparados lacteos,La Rioja,369.67
2001-01-01,Derivados lacteos,La Rioja,7989.32
2001-01-01,Pan,La Rioja,19510.09
2001-01-01,Boll/Past/Gallet/Cere,La Rioja,2825.77
2001-01-01,Choco/Cacao/Suc,La Rioja,921.78
2001-01-01,Arroz,La Rioja,924.14
2001-01-01,Pasta,La Rioja,603.83
2001-01-01,Azucar,La Rioja,1284.2
2001-01-01,Edulcorante,La Rioja,0.0
2001-01-01,Legumbre,La Rioja,861.61
2001-01-01,Aceite,La Rioja,4943.01
2001-01-01,Margarina,La Rioja,159.08
2001-01-01,Aceitunas,La Rioja,848.67
2001-01-01,Zumos,La Rioja,3309.33
2001-01-01,Patatas,La Rioja,6615.49
2001-01-01,Hortalizas frescas,La Rioja,9607.26
2001-01-01,Frutas frescas,La Rioja,20988.84
2001-01-01,Frutos secos,La Rioja,416.05
2001-01-01,Platos preparados,La Rioja,2271.56
2001-01-01,Cafés e infusiones,La Rioja,336.65
2001-01-01,Caldos,La Rioja,72.34
2001-01-01,Salsas,La Rioja,440.24
2001-01-01,Agua,La Rioja,7633.06
2001-01-01,Refrescos,La Rioja,6879.04
2001-01-01,Otros productos en peso,La Rioja,1281.59
2001-01-01,Otros productos en volumen,La Rioja,577.3
2002-01-01,Huevos,La Rioja,3826.44
2002-01-01,Miel,La Rioja,150.43
2002-01-01,Carne,La Rioja,18471.39
2002-01-01,Pesca,La Rioja,8454.71
2002-01-01,Leche líquida,La Rioja,30362.18
2002-01-01,Otras leches,La Rioja,212.28
2002-01-01,Preparados lacteos,La Rioja,269.2
2002-01-01,Derivados lacteos,La Rioja,7796.98
2002-01-01,Pan,La Rioja,17838.21
2002-01-01,Boll/Past/Gallet/Cere,La Rioja,3287.55
2002-01-01,Choco/Cacao/Suc,La Rioja,980.88
2002-01-01,Arroz,La Rioja,1111.69
2002-01-01,Pasta,La Rioja,920.7
2002-01-01,Azucar,La Rioja,1724.19
2002-01-01,Edulcorante,La Rioja,32.15
2002-01-01,Legumbre,La Rioja,1179.81
2002-01-01,Aceite,La Rioja,5683.75
2002-01-01,Margarina,La Rioja,236.52
2002-01-01,Aceitunas,La Rioja,1023.47
2002-01-01,Zumos,La Rioja,2791.87
2002-01-01,Patatas,La Rioja,7785.67
2002-01-01,Hortalizas frescas,La Rioja,11053.68
2002-01-01,Frutas frescas,La Rioja,23079.44
2002-01-01,Frutos secos,La Rioja,529.48
2002-01-01,Platos preparados,La Rioja,2753.38
2002-01-01,Cafés e infusiones,La Rioja,536.61
2002-01-01,Caldos,La Rioja,78.51
2002-01-01,Salsas,La Rioja,469.04
2002-01-01,Agua,La Rioja,11378.22
2002-01-01,Refrescos,La Rioja,7377.88
2002-01-01,Otros productos en peso,La Rioja,1534.72
2002-01-01,Otros productos en volumen,La Rioja,572.47
2003-01-01,Huevos,La Rioja,3848.68
2003-01-01,Miel,La Rioja,188.94
2003-01-01,Carne,La Rioja,18156.26
2003-01-01,Pesca,La Rioja,9380.33
2003-01-01,Leche líquida,La Rioja,30356.78
2003-01-01,Otras leches,La Rioja,120.17
2003-01-01,Preparados lacteos,La Rioja,170.66
2003-01-01,Derivados lacteos,La Rioja,7833.15
2003-01-01,Pan,La Rioja,15927.64
2003-01-01,Boll/Past/Gallet/Cere,La Rioja,3228.5
2003-01-01,Choco/Cacao/Suc,La Rioja,840.51
2003-01-01,Arroz,La Rioja,1164.32
2003-01-01,Pasta,La Rioja,920.72
2003-01-01,Azucar,La Rioja,1821.25
2003-01-01,Edulcorante,La Rioja,120.18
2003-01-01,Legumbre,La Rioja,1238.14
2003-01-01,Aceite,La Rioja,6074.38
2003-01-01,Margarina,La Rioja,226.7
2003-01-01,Aceitunas,La Rioja,1053.46
2003-01-01,Zumos,La Rioja,2816.33
2003-01-01,Patatas,La Rioja,6112.77
2003-01-01,Hortalizas frescas,La Rioja,14378.68
2003-01-01,Frutas frescas,La Rioja,24532.67
2003-01-01,Frutos secos,La Rioja,631.32
2003-01-01,Platos preparados,La Rioja,2842.36
2003-01-01,Cafés e infusiones,La Rioja,505.93
2003-01-01,Caldos,La Rioja,71.44
2003-01-01,Salsas,La Rioja,405.41
2003-01-01,Agua,La Rioja,10101.6
2003-01-01,Refrescos,La Rioja,7908.42
2003-01-01,Otros productos en peso,La Rioja,1932.96
2003-01-01,Otros productos en volumen,La Rioja,782.17
2004-01-01,Huevos,La Rioja,3757.42
2004-01-01,Miel,La Rioja,165.87
2004-01-01,Carne,La Rioja,16092.44
2004-01-01,Pesca,La Rioja,9083.7
2004-01-01,Leche líquida,La Rioja,25291.25
2004-01-01,Otras leches,La Rioja,186.04
2004-01-01,Preparados lacteos,La Rioja,216.34
2004-01-01,Derivados lacteos,La Rioja,9002.95
2004-01-01,Pan,La Rioja,15956.35
2004-01-01,Boll/Past/Gallet/Cere,La Rioja,3188.66
2004-01-01,Choco/Cacao/Suc,La Rioja,989.01
2004-01-01,Arroz,La Rioja,1166.0
2004-01-01,Pasta,La Rioja,820.01
2004-01-01,Azucar,La Rioja,1556.35
2004-01-01,Edulcorante,La Rioja,47.53
2004-01-01,Legumbre,La Rioja,1044.79
2004-01-01,Aceite,La Rioja,5459.53
2004-01-01,Margarina,La Rioja,203.21
2004-01-01,Aceitunas,La Rioja,870.47
2004-01-01,Vinagre,La Rioja,399.03
2004-01-01,Zumos,La Rioja,3037.87
2004-01-01,Patatas,La Rioja,5119.99
2004-01-01,Hortalizas frescas,La Rioja,12138.2
2004-01-01,Frutas frescas,La Rioja,23761.11
2004-01-01,Frutos secos,La Rioja,501.32
2004-01-01,Platos preparados,La Rioja,3345.65
2004-01-01,Cafés e infusiones,La Rioja,481.12
2004-01-01,Caldos,La Rioja,65.2
2004-01-01,Salsas,La Rioja,461.5
2004-01-01,Agua,La Rioja,13064.28
2004-01-01,Refrescos,La Rioja,7634.42
2004-01-01,Otros productos en peso,La Rioja,1516.33
2004-01-01,Otros productos en volumen,La Rioja,250.17
2005-01-01,Huevos,La Rioja,3668.6
2005-01-01,Miel,La Rioja,177.2
2005-01-01,Carne,La Rioja,15976.28
2005-01-01,Pesca,La Rioja,9270.32
2005-01-01,Leche líquida,La Rioja,30741.18
2005-01-01,Otras leches,La Rioja,147.18
2005-01-01,Preparados lacteos,La Rioja,140.22
2005-01-01,Derivados lacteos,La Rioja,9233.24
2005-01-01,Pan,La Rioja,17106.72
2005-01-01,Boll/Past/Gallet/Cere,La Rioja,3129.57
2005-01-01,Choco/Cacao/Suc,La Rioja,1145.23
2005-01-01,Arroz,La Rioja,1144.14
2005-01-01,Pasta,La Rioja,941.69
2005-01-01,Azucar,La Rioja,1677.29
2005-01-01,Edulcorante,La Rioja,83.53
2005-01-01,Legumbre,La Rioja,1167.49
2005-01-01,Aceite,La Rioja,6337.81
2005-01-01,Margarina,La Rioja,237.85
2005-01-01,Aceitunas,La Rioja,1026.08
2005-01-01,Vinagre,La Rioja,442.97
2005-01-01,Zumos,La Rioja,2952.79
2005-01-01,Patatas,La Rioja,4497.46
2005-01-01,Hortalizas frescas,La Rioja,10825.85
2005-01-01,Frutas frescas,La Rioja,25527.43
2005-01-01,Frutos secos,La Rioja,639.09
2005-01-01,Platos preparados,La Rioja,3470.75
2005-01-01,Cafés e infusiones,La Rioja,502.01
2005-01-01,Caldos,La Rioja,61.46
2005-01-01,Salsas,La Rioja,464.11
2005-01-01,Agua,La Rioja,11324.68
2005-01-01,Refrescos,La Rioja,8502.95
2005-01-01,Harinas,La Rioja,484.88
2005-01-01,Encurtidos,La Rioja,227.19
2005-01-01,Especias,La Rioja,16.26
2005-01-01,Sal,La Rioja,304.83
2005-01-01,Otros productos en peso,La Rioja,288.04
2005-01-01,Otros productos en volumen,La Rioja,79.82
2006-01-01,Huevos,La Rioja,3463.39
2006-01-01,Miel,La Rioja,211.26
2006-01-01,Carne,La Rioja,17037.43
2006-01-01,Pesca,La Rioja,8804.36
2006-01-01,Leche líquida,La Rioja,31768.32
2006-01-01,Otras leches,La Rioja,112.76
2006-01-01,Preparados lacteos,La Rioja,229.93
2006-01-01,Derivados lacteos,La Rioja,9484.76
2006-01-01,Pan,La Rioja,16891.53
2006-01-01,Boll/Past/Gallet/Cere,La Rioja,3496.74
2006-01-01,Choco/Cacao/Suc,La Rioja,1010.03
2006-01-01,Arroz,La Rioja,1141.13
2006-01-01,Pasta,La Rioja,828.84
2006-01-01,Azucar,La Rioja,1452.33
2006-01-01,Edulcorante,La Rioja,60.33
2006-01-01,Legumbre,La Rioja,1574.92
2006-01-01,Aceite,La Rioja,5724.41
2006-01-01,Margarina,La Rioja,141.34
2006-01-01,Aceitunas,La Rioja,1232.17
2006-01-01,Vinagre,La Rioja,425.66
2006-01-01,Zumos,La Rioja,3178.99
2006-01-01,Patatas,La Rioja,5023.08
2006-01-01,Hortalizas frescas,La Rioja,11401.62
2006-01-01,Frutas frescas,La Rioja,27537.22
2006-01-01,Frutos secos,La Rioja,662.16
2006-01-01,Platos preparados,La Rioja,3723.38
2006-01-01,Cafés e infusiones,La Rioja,466.99
2006-01-01,Caldos,La Rioja,56.35
2006-01-01,Salsas,La Rioja,482.89
2006-01-01,Agua,La Rioja,12316.6
2006-01-01,Refrescos,La Rioja,8803.97
2006-01-01,Harinas,La Rioja,398.47
2006-01-01,Encurtidos,La Rioja,191.1
2006-01-01,Especias,La Rioja,13.52
2006-01-01,Sal,La Rioja,326.92
2006-01-01,Otros productos en peso,La Rioja,311.5
2006-01-01,Otros productos en volumen,La Rioja,574.0
2007-01-01,Huevos,La Rioja,3590.84
2007-01-01,Miel,La Rioja,80.28
2007-01-01,Carne,La Rioja,16559.99
2007-01-01,Pesca,La Rioja,8866.54
2007-01-01,Leche líquida,La Rioja,29330.75
2007-01-01,Otras leches,La Rioja,113.61
2007-01-01,Preparados lacteos,La Rioja,105.49
2007-01-01,Derivados lacteos,La Rioja,8274.22
2007-01-01,Pan,La Rioja,19508.6
2007-01-01,Boll/Past/Gallet/Cere,La Rioja,4026.67
2007-01-01,Choco/Cacao/Suc,La Rioja,1182.78
2007-01-01,Arroz,La Rioja,1357.73
2007-01-01,Pasta,La Rioja,894.18
2007-01-01,Azucar,La Rioja,1472.96
2007-01-01,Edulcorante,La Rioja,9.53
2007-01-01,Legumbre,La Rioja,1269.32
2007-01-01,Aceite,La Rioja,5791.54
2007-01-01,Margarina,La Rioja,155.75
2007-01-01,Aceitunas,La Rioja,851.42
2007-01-01,Vinagre,La Rioja,383.98
2007-01-01,Zumos,La Rioja,2920.52
2007-01-01,Patatas,La Rioja,6664.03
2007-01-01,Hortalizas frescas,La Rioja,12506.7
2007-01-01,Frutas frescas,La Rioja,30441.67
2007-01-01,Frutos secos,La Rioja,667.64
2007-01-01,Platos preparados,La Rioja,3660.41
2007-01-01,Cafés e infusiones,La Rioja,466.19
2007-01-01,Caldos,La Rioja,74.0
2007-01-01,Salsas,La Rioja,551.69
2007-01-01,Agua,La Rioja,11256.05
2007-01-01,Refrescos,La Rioja,8031.89
2007-01-01,Harinas,La Rioja,525.65
2007-01-01,Encurtidos,La Rioja,200.71
2007-01-01,Especias,La Rioja,16.26
2007-01-01,Sal,La Rioja,304.63
2007-01-01,Otros productos en peso,La Rioja,284.49
2007-01-01,Otros productos en volumen,La Rioja,300.06
2008-01-01,Huevos,La Rioja,3312.21
2008-01-01,Miel,La Rioja,97.42
2008-01-01,Carne,La Rioja,18754.92
2008-01-01,Pesca,La Rioja,9480.22
2008-01-01,Leche líquida,La Rioja,28039.16
2008-01-01,Otras leches,La Rioja,114.73
2008-01-01,Preparados lacteos,La Rioja,29.76
2008-01-01,Derivados lacteos,La Rioja,9260.15
2008-01-01,Pan,La Rioja,20378.32
2008-01-01,Boll/Past/Gallet/Cere,La Rioja,3974.61
2008-01-01,Choco/Cacao/Suc,La Rioja,1229.92
2008-01-01,Arroz,La Rioja,1296.42
2008-01-01,Pasta,La Rioja,963.01
2008-01-01,Azucar,La Rioja,1872.27
2008-01-01,Edulcorante,La Rioja,22.15
2008-01-01,Legumbre,La Rioja,1305.99
2008-01-01,Aceite,La Rioja,5503.57
2008-01-01,Margarina,La Rioja,201.79
2008-01-01,Aceitunas,La Rioja,784.83
2008-01-01,Vinagre,La Rioja,405.75
2008-01-01,Zumos,La Rioja,3384.04
2008-01-01,Patatas,La Rioja,6811.91
2008-01-01,Hortalizas frescas,La Rioja,14967.58
2008-01-01,Frutas frescas,La Rioja,35315.0
2008-01-01,Frutos secos,La Rioja,606.25
2008-01-01,Platos preparados,La Rioja,3817.54
2008-01-01,Cafés e infusiones,La Rioja,469.01
2008-01-01,Caldos,La Rioja,83.38
2008-01-01,Salsas,La Rioja,594.88
2008-01-01,Agua,La Rioja,9952.77
2008-01-01,Refrescos,La Rioja,9097.07
2008-01-01,Harinas,La Rioja,636.71
2008-01-01,Encurtidos,La Rioja,187.96
2008-01-01,Especias,La Rioja,47.87
2008-01-01,Sal,La Rioja,368.68
2008-01-01,Otros productos en peso,La Rioja,251.17
2008-01-01,Otros productos en volumen,La Rioja,586.07
2009-01-01,Huevos,La Rioja,3382.56
2009-01-01,Miel,La Rioja,91.86
2009-01-01,Carne,La Rioja,17717.77
2009-01-01,Pesca,La Rioja,9088.88
2009-01-01,Leche líquida,La Rioja,27069.06
2009-01-01,Otras leches,La Rioja,219.67
2009-01-01,Preparados lacteos,La Rioja,324.49
2009-01-01,Derivados lacteos,La Rioja,9732.35
2009-01-01,Pan,La Rioja,18541.35
2009-01-01,Boll/Past/Gallet/Cere,La Rioja,4176.06
2009-01-01,Choco/Cacao/Suc,La Rioja,1225.29
2009-01-01,Arroz,La Rioja,1129.99
2009-01-01,Pasta,La Rioja,933.44
2009-01-01,Azucar,La Rioja,2007.03
2009-01-01,Edulcorante,La Rioja,9.7
2009-01-01,Legumbre,La Rioja,1179.71
2009-01-01,Aceite,La Rioja,5842.37
2009-01-01,Margarina,La Rioja,222.44
2009-01-01,Aceitunas,La Rioja,802.41
2009-01-01,Vinagre,La Rioja,328.21
2009-01-01,Zumos,La Rioja,3926.8
2009-01-01,Patatas,La Rioja,9039.41
2009-01-01,Hortalizas frescas,La Rioja,19580.67
2009-01-01,Frutas frescas,La Rioja,35710.92
2009-01-01,Frutos secos,La Rioja,518.36
2009-01-01,Platos preparados,La Rioja,3656.04
2009-01-01,Cafés e infusiones,La Rioja,494.28
