AÑO,CATEGORIAS,COMUNIDAD AUTONOMA,CANTIDAD 
2000,AZUCAR,LA RIOJA,1395.3399999999997
2000,EDULCORANTES,LA RIOJA,1.55
2000,TOTAL ACEITES DE OLIVA,LA RIOJA,2277.65
2000,ACEITE DE GIRASOL,LA RIOJA,1975.8899999999999
2000,ACEITE DE MAIZ,LA RIOJA,2.17
2000,ACEITE DE SOJA,LA RIOJA,0.0
2000,ACEITE DE SEMILLA,LA RIOJA,0.0
2000,ACEITE DE ORUJO,LA RIOJA,346.63000000000005
2000,MARGARINA,LA RIOJA,137.97000000000003
2000,ACEITUNAS,LA RIOJA,742.89
2000,TOTAL ZUMO Y NECTAR,LA RIOJA,2300.4100000000003
2000,PATATAS FRESCAS,LA RIOJA,3872.75
2000,PATATAS CONGELADAS,LA RIOJA,109.82999999999998
2000,PATATAS PROCESADAS,LA RIOJA,265.54
2000,TOMATES,LA RIOJA,2234.01
2000,CEBOLLAS,LA RIOJA,1080.67
2000,AJOS,LA RIOJA,304.64
2000,COLES,LA RIOJA,190.96
2000,PEPINOS,LA RIOJA,293.14000000000004
2000,JUDIAS VERDES,LA RIOJA,294.17
2000,PIMIENTOS,LA RIOJA,1216.3899999999999
2000,CHAMPIÑONES+O.SETAS,LA RIOJA,318.26
2000,LECHUGA/ESC./ENDIVIA,LA RIOJA,1715.95
2000,ESPARRAGOS,LA RIOJA,0.0
2000,VERDURAS DE HOJA,LA RIOJA,357.20000000000005
2000,OTR.HORTALIZAS/VERD.,LA RIOJA,2144.5000000000005
2000,NARANJAS,LA RIOJA,5134.960000000001
2000,MANDARINAS,LA RIOJA,1395.2800000000002
2000,LIMONES,LA RIOJA,431.21000000000004
2000,PLATANOS,LA RIOJA,2179.47
2000,MANZANAS,LA RIOJA,4516.3
2000,MELOCOTONES,LA RIOJA,0.0
2000,ALBARICOQUES,LA RIOJA,0.0
2000,FRESAS/FRESON,LA RIOJA,0.0
2000,MELON,LA RIOJA,0.0
2000,SANDIA,LA RIOJA,0.0
2000,CIRUELAS,LA RIOJA,0.0
2000,CEREZAS,LA RIOJA,0.0
2000,UVAS,LA RIOJA,197.96
2000,KIWI,LA RIOJA,230.6
2000,OTRAS FRUTAS FRESCAS,LA RIOJA,501.77000000000004
2000,FRUTOS SECOS,LA RIOJA,392.49999999999994
2000,TOMATES,LA RIOJA,916.03
2000,TOMATE FRITO,LA RIOJA,648.9100000000001
2000,P.P.CONSERVA CARNE,LA RIOJA,14.569999999999999
2000,P.P.CONSERV PESCADO,LA RIOJA,0.0
2000,P.P.CONGELADO CARNE,LA RIOJA,114.7
2000,P.P.CONGEL.PESCADO,LA RIOJA,369.63000000000005
2000,P.P.CONGEL.VEGETAL,LA RIOJA,0.0
2000,OTROS P.P.CONGELADO,LA RIOJA,115.05999999999999
2000,P.P.SOPAS Y CREMAS,LA RIOJA,1068.7
2000,P.P.PIZZA,LA RIOJA,249.19000000000003
2000,PLAT.PREP.OTROS,LA RIOJA,112.97
2000,CAFE G. O M.TORREFAC,LA RIOJA,0.0
2000,CAFE G. O M.NATURAL,LA RIOJA,74.61999999999999
2000,CAFE G. O M.MEZCLA,LA RIOJA,189.05
2000,CAFE G. O M.DESCA,LA RIOJA,26.060000000000002
2000,CAFE SOLUBLE,LA RIOJA,66.2
2000,SUCEDANEOS DE CAFE,LA RIOJA,4.470000000000001
2000,TE,LA RIOJA,3.3899999999999997
2000,MANZANILLA,LA RIOJA,1.6600000000000006
2000,POLEO,LA RIOJA,0.9100000000000001
2000,OTRAS INFUSIONES,LA RIOJA,0.0
2000,CALDOS,LA RIOJA,71.16
2000,SALSAS,LA RIOJA,344.18
2000,AGUA DE BEBIDA ENVAS.,LA RIOJA,7737.089999999999
2000,GASEOSAS Y BEBID.REFR,LA RIOJA,7648.2
2000,OTROS PROD.EN PESO,LA RIOJA,1238.23
2000,OTROS PROD.EN VOLUMEN,LA RIOJA,527.25
2001,T.HUEVOS KGS,LA RIOJA,3416.3199999999997
2001,OTRAS AVES,LA RIOJA,0.0
2001,MIEL,LA RIOJA,269.49
2001,CARNE VACUNO,LA RIOJA,1787.4499999999998
2001,CARNE POLLO,LA RIOJA,3849.38
2001,CARNE CONEJO,LA RIOJA,649.7500000000001
2001,CARNE OVINO/CAPRINO,LA RIOJA,1880.73
2001,CARNE CERDO,LA RIOJA,3436.3999999999996
2001,CARNE DESPOJOS,LA RIOJA,474.53000000000003
2001,OTRAS CARNES FRESCA,LA RIOJA,642.65
2001,CARNE CONGELADA,LA RIOJA,43.13
2001,CARNE TRANSFORMADA,LA RIOJA,2922.96
2001,TOCINO Y MANTECA,LA RIOJA,4.5600000000000005
2001,PESCADOS FRESCOS,LA RIOJA,4616.4
2001,PESCADOS CONGELADOS,LA RIOJA,755.8899999999999
2001,MARISCO/MOLUSCO/CRUS,LA RIOJA,2152.38
2001,CONS.PESCADO/MOLUSCO,LA RIOJA,937.8399999999999
2001,LECHE ENTERA,LA RIOJA,12841.48
2001,LECHE DESNATADA,LA RIOJA,5058.799999999999
2001,LECHE SEMIDESNATAD,LA RIOJA,5686.120000000001
2001,TOTAL OTRAS LECHES,LA RIOJA,198.36999999999998
2001,PREPARADOS LACTEOS,LA RIOJA,369.67
2001,BATIDOS DE LECHE,LA RIOJA,385.43
2001,BATIDOS DE YOGURT,LA RIOJA,142.82
2001,MANTEQUILLA,LA RIOJA,38.28
2001,QUESO,LA RIOJA,1655.0199999999998
2001,HELADOS Y TARTAS,LA RIOJA,575.55
2001,NATA,LA RIOJA,325.21000000000004
2001,CUAJADAS,LA RIOJA,177.31
2001,OT.DERIVADOS LACTEOS,LA RIOJA,837.5200000000002
2001,PAN,LA RIOJA,19510.09
2001,BOLL./PAST.ENVASADA,LA RIOJA,793.31
2001,GALLETAS ENVASADAS,LA RIOJA,1121.94
2001,CEREALES DESAY.ENV.,LA RIOJA,172.64000000000001
2001,BOLL./PAST.GRANEL,LA RIOJA,440.15
2001,GALLETAS GRANEL,LA RIOJA,0.0
2001,PRODUCTOS NAVIDEÑOS,LA RIOJA,292.78
2001,CHOCOLATES/CACAOS/SUC,LA RIOJA,921.78
2001,TURRON DE CHOCOLATE,LA RIOJA,50.980000000000004
2001,ARROZ,LA RIOJA,924.14
2001,TOTAL PASTAS,LA RIOJA,603.8299999999999
2001,AZUCAR,LA RIOJA,1284.2
2001,EDULCORANTES,LA RIOJA,0.0
2001,TOTAL ACEITES DE OLIVA,LA RIOJA,2932.45
2001,ACEITE DE GIRASOL,LA RIOJA,1788.83
2001,ACEITE DE MAIZ,LA RIOJA,0.0
2001,ACEITE DE SOJA,LA RIOJA,0.0
2001,ACEITE DE SEMILLA,LA RIOJA,0.0
2001,ACEITE DE ORUJO,LA RIOJA,183.95999999999998
2001,MARGARINA,LA RIOJA,159.08
2001,ACEITUNAS,LA RIOJA,848.6700000000001
2001,TOTAL ZUMO Y NECTAR,LA RIOJA,3309.33
2001,PATATAS FRESCAS,LA RIOJA,4902.88
2001,PATATAS CONGELADAS,LA RIOJA,96.95999999999998
2001,PATATAS PROCESADAS,LA RIOJA,323.13000000000005
2001,TOMATES,LA RIOJA,2056.5
2001,CEBOLLAS,LA RIOJA,1059.1299999999999
2001,AJOS,LA RIOJA,203.96999999999997
2001,COLES,LA RIOJA,113.02000000000001
2001,PEPINOS,LA RIOJA,299.19
2001,JUDIAS VERDES,LA RIOJA,522.21
2001,PIMIENTOS,LA RIOJA,660.8900000000001
2001,CHAMPIÑONES+O.SETAS,LA RIOJA,448.7600000000001
2001,LECHUGA/ESC./ENDIVIA,LA RIOJA,1692.8899999999999
2001,ESPARRAGOS,LA RIOJA,0.0
2001,VERDURAS DE HOJA,LA RIOJA,247.50000000000003
2001,OTR.HORTALIZAS/VERD.,LA RIOJA,2258.17
2001,NARANJAS,LA RIOJA,5137.39
2001,MANDARINAS,LA RIOJA,1349.23
2001,LIMONES,LA RIOJA,448.90999999999997
2001,PLATANOS,LA RIOJA,2113.62
2001,MANZANAS,LA RIOJA,3154.71
2001,MELOCOTONES,LA RIOJA,0.0
2001,ALBARICOQUES,LA RIOJA,0.0
2001,FRESAS/FRESON,LA RIOJA,0.0
2001,MELON,LA RIOJA,2247.8900000000003
2001,SANDIA,LA RIOJA,0.0
2001,CIRUELAS,LA RIOJA,0.0
2001,CEREZAS,LA RIOJA,0.0
2001,UVAS,LA RIOJA,295.44
2001,KIWI,LA RIOJA,274.45
2001,OTRAS FRUTAS FRESCAS,LA RIOJA,941.8999999999999
2001,FRUTOS SECOS,LA RIOJA,416.05000000000007
2001,TOMATES,LA RIOJA,801.4399999999998
2001,TOMATE FRITO,LA RIOJA,557.64
2001,P.P.CONSERVA CARNE,LA RIOJA,41.07
2001,P.P.CONSERV PESCADO,LA RIOJA,0.0
2001,P.P.CONGELADO CARNE,LA RIOJA,111.63
2001,P.P.CONGEL.PESCADO,LA RIOJA,192.27999999999997
2001,P.P.CONGEL.VEGETAL,LA RIOJA,0.0
2001,OTROS P.P.CONGELADO,LA RIOJA,67.22000000000001
2001,P.P.SOPAS Y CREMAS,LA RIOJA,1240.29
2001,P.P.PIZZA,LA RIOJA,269.73999999999995
2001,PLAT.PREP.OTROS,LA RIOJA,185.7
2001,CAFE G. O M.TORREFAC,LA RIOJA,0.0
2001,CAFE G. O M.NATURAL,LA RIOJA,48.660000000000004
2001,CAFE G. O M.MEZCLA,LA RIOJA,189.05
2001,CAFE G. O M.DESCA,LA RIOJA,38.33
2001,CAFE SOLUBLE,LA RIOJA,46.76
2001,SUCEDANEOS DE CAFE,LA RIOJA,0.0
2001,TE,LA RIOJA,3.4099999999999997
2001,MANZANILLA,LA RIOJA,0.0
2001,POLEO,LA RIOJA,0.0
2001,OTRAS INFUSIONES,LA RIOJA,1.54
2001,CALDOS,LA RIOJA,72.34
2001,SALSAS,LA RIOJA,440.24
2001,AGUA DE BEBIDA ENVAS.,LA RIOJA,7633.0599999999995
2001,GASEOSAS Y BEBID.REFR,LA RIOJA,6879.039999999999
2001,OTROS PROD.EN PESO,LA RIOJA,1281.5900000000001
2001,OTROS PROD.EN VOLUMEN,LA RIOJA,577.3000000000001
2002,T.HUEVOS KGS,LA RIOJA,3826.44
2002,OTRAS AVES,LA RIOJA,1519.4399999999998
2002,MIEL,LA RIOJA,150.42999999999998
2002,CARNE VACUNO,LA RIOJA,2348.02
2002,CARNE POLLO,LA RIOJA,4788.51
2002,CARNE CONEJO,LA RIOJA,607.71
2002,CARNE OVINO/CAPRINO,LA RIOJA,2057.11
2002,CARNE CERDO,LA RIOJA,3758.99
2002,CARNE DESPOJOS,LA RIOJA,608.4399999999999
2002,OTRAS CARNES FRESCA,LA RIOJA,803.49
2002,CARNE CONGELADA,LA RIOJA,65.3
2002,CARNE TRANSFORMADA,LA RIOJA,3433.8399999999997
2002,TOCINO Y MANTECA,LA RIOJA,92.52
2002,PESCADOS FRESCOS,LA RIOJA,4605.51
2002,PESCADOS CONGELADOS,LA RIOJA,849.75
2002,MARISCO/MOLUSCO/CRUS,LA RIOJA,2016.3199999999997
2002,CONS.PESCADO/MOLUSCO,LA RIOJA,983.1300000000001
2002,SALMON AHUMADO,LA RIOJA,0.0
2002,TRUCHA AHUMADA,LA RIOJA,0.0
2002,OTROS AHUMADOS,LA RIOJA,0.0
2002,LECHE ENTERA,LA RIOJA,11701.0
2002,LECHE DESNATADA,LA RIOJA,9088.400000000001
2002,LECHE SEMIDESNATAD,LA RIOJA,9152.27
2002,TOTAL OTRAS LECHES,LA RIOJA,212.28000000000003
2002,PREPARADOS LACTEOS,LA RIOJA,269.20000000000005
2002,BATIDOS DE LECHE,LA RIOJA,185.39
2002,BATIDOS DE YOGURT,LA RIOJA,177.97
2002,MANTEQUILLA,LA RIOJA,26.869999999999997
2002,QUESO,LA RIOJA,1794.7599999999995
2002,HELADOS Y TARTAS,LA RIOJA,637.93
2002,NATA,LA RIOJA,471.03000000000003
2002,CUAJADAS,LA RIOJA,192.31
2002,OT.DERIVADOS LACTEOS,LA RIOJA,860.34
2002,PAN,LA RIOJA,17838.210000000003
2002,BOLL./PAST.ENVASADA,LA RIOJA,1005.7600000000001
2002,GALLETAS ENVASADAS,LA RIOJA,1360.2200000000003
2002,CEREALES DESAY.ENV.,LA RIOJA,215.62
2002,BOLL./PAST.GRANEL,LA RIOJA,426.63999999999993
2002,GALLETAS GRANEL,LA RIOJA,0.0
2002,PRODUCTOS NAVIDEÑOS,LA RIOJA,246.38
2002,CHOCOLATES/CACAOS/SUC,LA RIOJA,980.8799999999999
2002,TURRON DE CHOCOLATE,LA RIOJA,76.24
2002,ARROZ,LA RIOJA,1111.6900000000003
2002,TOTAL PASTAS,LA RIOJA,920.7
2002,AZUCAR,LA RIOJA,1724.1899999999998
2002,EDULCORANTES,LA RIOJA,32.150000000000006
2002,LEGUMBRES SECAS,LA RIOJA,0.0
2002,LEGUMBRES COCIDAS,LA RIOJA,0.0
2002,TOTAL ACEITES DE OLIVA,LA RIOJA,3377.7300000000005
2002,ACEITE DE GIRASOL,LA RIOJA,1949.4199999999998
2002,ACEITE DE MAIZ,LA RIOJA,0.0
2002,ACEITE DE SOJA,LA RIOJA,0.0
2002,ACEITE DE SEMILLA,LA RIOJA,21.91
2002,ACEITE DE ORUJO,LA RIOJA,334.68999999999994
2002,MARGARINA,LA RIOJA,236.52000000000004
2002,ACEITUNAS,LA RIOJA,1023.47
2002,TOTAL ZUMO Y NECTAR,LA RIOJA,2791.8699999999994
2002,PATATAS FRESCAS,LA RIOJA,6177.42
2002,PATATAS CONGELADAS,LA RIOJA,157.15
2002,PATATAS PROCESADAS,LA RIOJA,290.23
2002,TOMATES,LA RIOJA,1925.0599999999997
2002,CEBOLLAS,LA RIOJA,1274.7899999999997
2002,AJOS,LA RIOJA,245.79999999999998
2002,COLES,LA RIOJA,149.55
2002,PEPINOS,LA RIOJA,0.0
2002,JUDIAS VERDES,LA RIOJA,491.65
2002,PIMIENTOS,LA RIOJA,663.49
2002,CHAMPIÑONES+O.SETAS,LA RIOJA,646.3100000000001
2002,LECHUGA/ESC./ENDIVIA,LA RIOJA,2170.59
2002,ESPARRAGOS,LA RIOJA,0.0
2002,VERDURAS DE HOJA,LA RIOJA,273.92
2002,OTR.HORTALIZAS/VERD.,LA RIOJA,2756.0699999999997
2002,NARANJAS,LA RIOJA,5858.4
2002,MANDARINAS,LA RIOJA,1810.27
2002,LIMONES,LA RIOJA,443.06
2002,PLATANOS,LA RIOJA,2600.6000000000004
2002,MANZANAS,LA RIOJA,3284.76
2002,MELOCOTONES,LA RIOJA,0.0
2002,ALBARICOQUES,LA RIOJA,0.0
2002,FRESAS/FRESON,LA RIOJA,678.2299999999999
2002,MELON,LA RIOJA,0.0
2002,SANDIA,LA RIOJA,0.0
2002,CIRUELAS,LA RIOJA,0.0
2002,CEREZAS,LA RIOJA,0.0
2002,UVAS,LA RIOJA,250.64000000000001
2002,KIWI,LA RIOJA,326.25999999999993
2002,OTRAS FRUTAS FRESCAS,LA RIOJA,810.1099999999999
2002,FRUTOS SECOS,LA RIOJA,529.48
2002,TOMATES,LA RIOJA,1030.3
2002,TOMATE FRITO,LA RIOJA,772.0999999999999
2002,"MERMELADAS,CONFIT.",LA RIOJA,0.0
2002,FRUTA CONS/ALMIBAR,LA RIOJA,0.0
2002,FRUTA ESCARCHADA,LA RIOJA,0.0
2002,RESTO FRUTA CONSER,LA RIOJA,0.0
2002,VERD./HORT.CONGELAD,LA RIOJA,0.0
2002,FRUTAS CONGELADAS,LA RIOJA,0.0
2002,P.P.CONSERVA CARNE,LA RIOJA,78.99000000000002
2002,P.P.CONSERV PESCADO,LA RIOJA,0.0
2002,P.P.CONGELADO CARNE,LA RIOJA,106.14000000000001
2002,P.P.CONGEL.PESCADO,LA RIOJA,294.04999999999995
2002,P.P.CONGEL.VEGETAL,LA RIOJA,82.17
2002,OTROS P.P.CONGELADO,LA RIOJA,169.14000000000004
2002,P.P.SOPAS Y CREMAS,LA RIOJA,1474.14
2002,P.P.PIZZA,LA RIOJA,281.92
2002,PLAT.PREP.OTROS,LA RIOJA,174.3
2002,CAFE G. O M.TORREFAC,LA RIOJA,0.0
2002,CAFE G. O M.NATURAL,LA RIOJA,60.91
2002,CAFE G. O M.MEZCLA,LA RIOJA,292.65000000000003
2002,CAFE G. O M.DESCA,LA RIOJA,57.97
2002,CAFE SOLUBLE,LA RIOJA,69.49999999999999
2002,SUCEDANEOS DE CAFE,LA RIOJA,27.959999999999997
2002,TE,LA RIOJA,12.73
2002,MANZANILLA,LA RIOJA,2.4599999999999995
2002,POLEO,LA RIOJA,2.75
2002,OTRAS INFUSIONES,LA RIOJA,5.17
2002,CALDOS,LA RIOJA,78.51000000000002
2002,SALSAS,LA RIOJA,469.04
2002,AGUA DE BEBIDA ENVAS.,LA RIOJA,11378.22
2002,GASEOSAS Y BEBID.REFR,LA RIOJA,7377.879999999999
2002,OTROS PROD.EN PESO,LA RIOJA,1534.72
2002,OTROS PROD.EN VOLUMEN,LA RIOJA,572.47
2003,T.HUEVOS KGS,LA RIOJA,3848.6800000000003
2003,OTRAS AVES,LA RIOJA,985.93
2003,MIEL,LA RIOJA,188.94
2003,CARNE VACUNO,LA RIOJA,2399.69
2003,CARNE POLLO,LA RIOJA,4506.27
2003,CARNE CONEJO,LA RIOJA,605.52
2003,CARNE OVINO/CAPRINO,LA RIOJA,1829.19
2003,CARNE CERDO,LA RIOJA,3558.4699999999993
2003,CARNE DESPOJOS,LA RIOJA,658.0100000000001
2003,OTRAS CARNES FRESCA,LA RIOJA,1118.2199999999998
2003,CARNE CONGELADA,LA RIOJA,76.29
2003,CARNE TRANSFORMADA,LA RIOJA,3404.629999999999
2003,TOCINO Y MANTECA,LA RIOJA,0.0
2003,PESCADOS FRESCOS,LA RIOJA,4593.95
2003,PESCADOS CONGELADOS,LA RIOJA,1040.24
2003,MARISCO/MOLUSCO/CRUS,LA RIOJA,2608.9900000000002
2003,CONS.PESCADO/MOLUSCO,LA RIOJA,1137.14
2003,SALMON AHUMADO,LA RIOJA,30.58
2003,TRUCHA AHUMADA,LA RIOJA,1.12
2003,OTROS AHUMADOS,LA RIOJA,0.0
2003,LECHE ENTERA,LA RIOJA,10751.499999999996
2003,LECHE DESNATADA,LA RIOJA,8516.689999999999
2003,LECHE SEMIDESNATAD,LA RIOJA,10835.060000000001
2003,TOTAL OTRAS LECHES,LA RIOJA,120.16999999999999
2003,PREPARADOS LACTEOS,LA RIOJA,170.66000000000003
2003,BATIDOS DE LECHE,LA RIOJA,123.15
2003,BATIDOS DE YOGURT,LA RIOJA,161.17000000000002
2003,MANTEQUILLA,LA RIOJA,25.970000000000002
2003,QUESO,LA RIOJA,1834.8699999999997
2003,HELADOS Y TARTAS,LA RIOJA,696.62
2003,NATA,LA RIOJA,376.31
2003,CUAJADAS,LA RIOJA,241.83999999999997
2003,OT.DERIVADOS LACTEOS,LA RIOJA,989.4
2003,PAN,LA RIOJA,15927.640000000003
2003,BOLL./PAST.ENVASADA,LA RIOJA,1064.8500000000001
2003,GALLETAS ENVASADAS,LA RIOJA,1253.4699999999998
2003,CEREALES DESAY.ENV.,LA RIOJA,230.24999999999997
2003,BOLL./PAST.GRANEL,LA RIOJA,307.72
2003,GALLETAS GRANEL,LA RIOJA,31.82
2003,PRODUCTOS NAVIDEÑOS,LA RIOJA,340.4
2003,CHOCOLATES/CACAOS/SUC,LA RIOJA,840.51
2003,TURRON DE CHOCOLATE,LA RIOJA,51.230000000000004
2003,ARROZ,LA RIOJA,1164.32
2003,TOTAL PASTAS,LA RIOJA,920.72
2003,AZUCAR,LA RIOJA,1821.25
2003,EDULCORANTES,LA RIOJA,120.18
2003,LEGUMBRES SECAS,LA RIOJA,784.45
2003,LEGUMBRES COCIDAS,LA RIOJA,453.68000000000006
2003,TOTAL ACEITES DE OLIVA,LA RIOJA,3659.1400000000003
2003,ACEITE DE GIRASOL,LA RIOJA,2248.87
2003,ACEITE DE MAIZ,LA RIOJA,0.0
2003,ACEITE DE SOJA,LA RIOJA,0.0
2003,ACEITE DE SEMILLA,LA RIOJA,0.0
2003,ACEITE DE ORUJO,LA RIOJA,148.26999999999998
2003,MARGARINA,LA RIOJA,226.70000000000002
2003,ACEITUNAS,LA RIOJA,1053.46
2003,TOTAL ZUMO Y NECTAR,LA RIOJA,2816.3300000000004
2003,PATATAS FRESCAS,LA RIOJA,4578.1900000000005
2003,PATATAS CONGELADAS,LA RIOJA,84.47
2003,PATATAS PROCESADAS,LA RIOJA,290.0199999999999
2003,TOMATES,LA RIOJA,3190.46
2003,CEBOLLAS,LA RIOJA,1617.44
2003,AJOS,LA RIOJA,230.61
2003,COLES,LA RIOJA,199.81000000000003
2003,PEPINOS,LA RIOJA,390.04
2003,JUDIAS VERDES,LA RIOJA,558.2
2003,PIMIENTOS,LA RIOJA,884.4600000000002
2003,CHAMPIÑONES+O.SETAS,LA RIOJA,457.69
2003,LECHUGA/ESC./ENDIVIA,LA RIOJA,2511.99
2003,ESPARRAGOS,LA RIOJA,0.0
2003,VERDURAS DE HOJA,LA RIOJA,811.4899999999999
2003,OTR.HORTALIZAS/VERD.,LA RIOJA,3380.34
2003,NARANJAS,LA RIOJA,5667.200000000001
2003,MANDARINAS,LA RIOJA,2475.95
2003,LIMONES,LA RIOJA,430.36
2003,PLATANOS,LA RIOJA,2717.9100000000003
2003,MANZANAS,LA RIOJA,3190.36
2003,MELOCOTONES,LA RIOJA,0.0
2003,ALBARICOQUES,LA RIOJA,0.0
2003,FRESAS/FRESON,LA RIOJA,796.09
2003,MELON,LA RIOJA,2586.16
2003,SANDIA,LA RIOJA,0.0
2003,CIRUELAS,LA RIOJA,0.0
2003,CEREZAS,LA RIOJA,0.0
2003,UVAS,LA RIOJA,304.01
2003,KIWI,LA RIOJA,463.85
2003,OTRAS FRUTAS FRESCAS,LA RIOJA,1038.37
2003,FRUTOS SECOS,LA RIOJA,631.32
2003,TOMATES,LA RIOJA,959.6999999999999
2003,TOMATE FRITO,LA RIOJA,761.78
2003,"MERMELADAS,CONFIT.",LA RIOJA,211.86
2003,FRUTA CONS/ALMIBAR,LA RIOJA,370.56
2003,FRUTA ESCARCHADA,LA RIOJA,0.0
2003,RESTO FRUTA CONSER,LA RIOJA,34.94
2003,VERD./HORT.CONGELAD,LA RIOJA,988.9399999999999
2003,FRUTAS CONGELADAS,LA RIOJA,0.0
2003,P.P.CONSERVA CARNE,LA RIOJA,95.39
2003,P.P.CONSERV PESCADO,LA RIOJA,0.0
2003,P.P.CONGELADO CARNE,LA RIOJA,73.52
2003,P.P.CONGEL.PESCADO,LA RIOJA,253.26
2003,P.P.CONGEL.VEGETAL,LA RIOJA,0.0
2003,OTROS P.P.CONGELADO,LA RIOJA,128.57
2003,P.P.SOPAS Y CREMAS,LA RIOJA,1381.63
2003,P.P.PIZZA,LA RIOJA,333.4
2003,PLAT.PREP.OTROS,LA RIOJA,355.43
2003,CAFE G. O M.TORREFAC,LA RIOJA,0.0
2003,CAFE G. O M.NATURAL,LA RIOJA,57.010000000000005
2003,CAFE G. O M.MEZCLA,LA RIOJA,309.03999999999996
2003,CAFE G. O M.DESCA,LA RIOJA,56.22999999999999
2003,CAFE SOLUBLE,LA RIOJA,47.25
2003,SUCEDANEOS DE CAFE,LA RIOJA,13.66
2003,TE,LA RIOJA,9.760000000000002
2003,MANZANILLA,LA RIOJA,3.79
2003,POLEO,LA RIOJA,1.4500000000000002
2003,OTRAS INFUSIONES,LA RIOJA,7.74
2003,CALDOS,LA RIOJA,71.44
2003,SALSAS,LA RIOJA,405.41
2003,AGUA DE BEBIDA ENVAS.,LA RIOJA,10101.6
2003,GASEOSAS Y BEBID.REFR,LA RIOJA,7908.420000000001
2003,OTROS PROD.EN PESO,LA RIOJA,1932.9599999999998
2003,OTROS PROD.EN VOLUMEN,LA RIOJA,782.1700000000001
2004,T.HUEVOS KGS,LA RIOJA,
2004,OTRAS AVES,LA RIOJA,
2004,MIEL,LA RIOJA,
2004,CARNE VACUNO,LA RIOJA,
2004,CARNE POLLO,LA RIOJA,
2004,CARNE CONEJO,LA RIOJA,
2004,CARNE OVINO/CAPRINO,LA RIOJA,
2004,CARNE CERDO,LA RIOJA,
2004,CARNE DESPOJOS,LA RIOJA,
2004,OTRAS CARNES FRESCA,LA RIOJA,
2004,AVESTRUZ,LA RIOJA,
2004,PAVO,LA RIOJA,
2004,OTRAS AVES,LA RIOJA,
2004,CARNE CONGELADA,LA RIOJA,
2004,CARNE TRANSFORMADA,LA RIOJA,
2004,TOCINO Y MANTECA,LA RIOJA,
2004,PESCADOS FRESCOS,LA RIOJA,
2004,PESCADOS CONGELADOS,LA RIOJA,
2004,MARISCO/MOLUSCO/CRUS,LA RIOJA,
2004,CONS.PESCADO/MOLUSCO,LA RIOJA,
2004,SALMON AHUMADO,LA RIOJA,
2004,TRUCHA AHUMADA,LA RIOJA,
2004,OTROS AHUMADOS,LA RIOJA,
2004,LECHE ENTERA,LA RIOJA,
2004,LECHE DESNATADA,LA RIOJA,
2004,LECHE SEMIDESNATAD,LA RIOJA,
2004,TOTAL OTRAS LECHES,LA RIOJA,
2004,PREPARADOS LACTEOS,LA RIOJA,
2004,BATIDOS DE LECHE,LA RIOJA,
2004,BATIDOS DE YOGURT,LA RIOJA,
2004,LECHES FERMENTADAS,LA RIOJA,
2004,MANTEQUILLA,LA RIOJA,
2004,QUESO,LA RIOJA,
2004,HELADOS Y TARTAS,LA RIOJA,
2004,NATA,LA RIOJA,
2004,NATILLAS,LA RIOJA,
2004,FLANES PREPARADOS,LA RIOJA,
2004,CUAJADAS,LA RIOJA,
2004,CREMA DE CHOCOLATE,LA RIOJA,
2004,CREMA CATALANA,LA RIOJA,
2004,POSTRES CON NATA,LA RIOJA,
2004,OT.DERIVADOS LACTEOS,LA RIOJA,
2004,PAN,LA RIOJA,
2004,BOLL./PAST.ENVASADA,LA RIOJA,
2004,GALLETAS ENVASADAS,LA RIOJA,
2004,CEREALES DESAY.ENV.,LA RIOJA,
2004,BOLL./PAST.GRANEL,LA RIOJA,
2004,GALLETAS GRANEL,LA RIOJA,
2004,PRODUCTOS NAVIDEÑOS,LA RIOJA,
2004,CHOCOLATES/CACAOS/SUC,LA RIOJA,
2004,TURRON DE CHOCOLATE,LA RIOJA,
2004,CACAO SOLUBLE,LA RIOJA,
2004,ARROZ,LA RIOJA,
2004,TOTAL PASTAS,LA RIOJA,
2004,AZUCAR,LA RIOJA,
2004,EDULCORANTES,LA RIOJA,
2004,LEGUMBRES SECAS,LA RIOJA,
2004,LEGUMBRES COCIDAS,LA RIOJA,
2004,TOTAL ACEITES DE OLIVA,LA RIOJA,
2004,ACEITE DE GIRASOL,LA RIOJA,
2004,ACEITE DE MAIZ,LA RIOJA,
2004,ACEITE DE SOJA,LA RIOJA,
2004,ACEITE DE SEMILLA,LA RIOJA,
2004,ACEITE DE ORUJO,LA RIOJA,
2004,MARGARINA,LA RIOJA,
2004,ACEITUNAS,LA RIOJA,
2004,VINAGRE,LA RIOJA,
2004,TOTAL ZUMO Y NECTAR,LA RIOJA,
2004,PATATAS FRESCAS,LA RIOJA,
2004,PATATAS CONGELADAS,LA RIOJA,
2004,PATATAS PROCESADAS,LA RIOJA,
2004,TOMATES,LA RIOJA,
2004,CEBOLLAS,LA RIOJA,
2004,AJOS,LA RIOJA,
2004,COLES,LA RIOJA,
2004,PEPINOS,LA RIOJA,
2004,JUDIAS VERDES,LA RIOJA,
2004,PIMIENTOS,LA RIOJA,
2004,CHAMPIÑONES+O.SETAS,LA RIOJA,
2004,LECHUGA/ESC./ENDIVIA,LA RIOJA,
2004,ESPARRAGOS,LA RIOJA,
2004,VERDURAS DE HOJA,LA RIOJA,
2004,BERENJENAS,LA RIOJA,
